id,market,algorithm,symbol,status,deactivated_at,deactivation_reason
nasdaq_meli_gru_nn__ps_v9,NASDAQ,gru_nn__ps,MELI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v10,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v2,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v3,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v4,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v5,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v6,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v7,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v8,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mnst_gru_nn__ps_v9,NASDAQ,gru_nn__ps,MNST,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v10,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v2,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v3,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v4,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v5,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v6,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v7,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v8,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mrvl_gru_nn__ps_v9,NASDAQ,gru_nn__ps,MRVL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v10,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v2,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v3,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v4,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v5,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v6,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v7,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v8,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_mu_gru_nn__ps_v9,NASDAQ,gru_nn__ps,MU,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v10,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v2,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v3,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v4,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v5,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v6,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v7,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v8,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_nxpi_gru_nn__ps_v9,NASDAQ,gru_nn__ps,NXPI,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v10,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v2,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v3,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v4,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v5,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v6,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v7,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v8,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_odfl_gru_nn__ps_v9,NASDAQ,gru_nn__ps,ODFL,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v10,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v2,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v3,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v4,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v5,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v6,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v7,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v8,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_okta_gru_nn__ps_v9,NASDAQ,gru_nn__ps,OKTA,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v10,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v2,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v3,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v4,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v5,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v6,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v7,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v8,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_on_gru_nn__ps_v9,NASDAQ,gru_nn__ps,ON,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v10,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v2,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v3,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v4,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v5,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v6,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v7,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v8,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_orly_gru_nn__ps_v9,NASDAQ,gru_nn__ps,ORLY,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v10,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v2,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v3,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v4,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v5,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v6,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v7,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v8,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_panw_gru_nn__ps_v9,NASDAQ,gru_nn__ps,PANW,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v10,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v2,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v3,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v4,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v5,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v6,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v7,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v8,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_payx_gru_nn__ps_v9,NASDAQ,gru_nn__ps,PAYX,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v10,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v2,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v3,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v4,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v5,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v6,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v7,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v8,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pcar_gru_nn__ps_v9,NASDAQ,gru_nn__ps,PCAR,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_gru_nn__ps,NASDAQ,gru_nn__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_gru_nn__ps_v10,NASDAQ,gru_nn__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_gru_nn__ps_v2,NASDAQ,gru_nn__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
nasdaq_pdd_gru_nn__ps_v3,NASDAQ,gru_nn__ps,PDD,DEACTIVATED,2026-07-03 08:43,Idle 0 trade toan lifetime du da co session (co hoi trade). Deactivate 2026-07-03 08:43. Zero-trade sweep tat ca market.
